"origin_fips","dest_fips","num_migrants","m_i","m_j","origin_lat","origin_lon","dest_lat","dest_lon","distance"
2,1,512,737068,4830081,61.22,-149.9,33.52,-86.81,3341.0525437443
27,1,476,5413479,4830081,44.98,-93.27,33.52,-86.81,862.44142119129
9,1,358,3594841,4830081,41.18,-73.19,33.52,-86.81,915.443487208724
19,1,364,3092997,4830081,41.58,-93.61,33.52,-86.81,669.095511090467
35,1,356,2092273,4830081,35.1,-106.66,33.52,-86.81,1138.65347929325
41,1,310,3922468,4830081,45.52,-122.67,33.52,-86.81,2065.45765392866
54,1,333,1853914,4830081,38.35,-81.63,33.52,-86.81,441.709034098907
49,1,373,2897640,4830081,40.77,-111.89,33.52,-86.81,1465.80969143619
31,1,336,1865279,4830081,41.26,-96.02,33.52,-86.81,735.16313044024
56,1,188,582122,4830081,41.13,-104.82,33.52,-86.81,1119.03586429123
30,1,173,1013569,4830081,45.79,-108.52,33.52,-86.81,1426.39628341128
38,1,154,722036,4830081,46.89,-96.81,33.52,-86.81,1061.38510272291
46,1,167,842316,4830081,43.54,-96.73,33.52,-86.81,874.153047706144
33,1,138,1326622,4830081,42.99,-71.45,33.52,-86.81,1057.51361841715
23,1,129,1328009,4830081,43.68,-70.3,33.52,-86.81,1132.03573343263
11,1,92,650581,4830081,38.89,-77.03,33.52,-86.81,659.494332391888
16,1,159,1611206,4830081,43.62,-116.2,33.52,-86.81,1725.46711497452
10,1,102,923576,4830081,39.74,-75.55,33.52,-86.81,757.685049068828
44,1,85,1055081,4830081,41.82,-71.41,33.52,-86.81,1017.49675475591
50,1,60,626210,4830081,44.47,-73.21,33.52,-86.81,1049.13136797216
6,2,2853,38260787,737068,34.05,-118.24,61.22,-149.9,2342.514137532
53,2,2889,6963985,737068,47.6,-122.33,61.22,-149.9,1438.39221517614
48,2,2632,26480266,737068,29.73,-95.39,61.22,-149.9,3276.63136969686
12,2,1568,19545621,737068,30.33,-81.66,61.22,-149.9,3693.65568313247
41,2,1241,3922468,737068,45.52,-122.67,61.22,-149.9,1542.94410866454
8,2,1238,5269035,737068,39.74,-104.99,61.22,-149.9,2399.75429017353
4,2,1131,6632764,737068,33.45,-112.07,61.22,-149.9,2547.71191963913
37,2,1294,9843336,737068,35.21,-80.84,61.22,-149.9,3445.60341721239
13,2,1065,9972479,737068,33.75,-84.39,61.22,-149.9,3408.73861586258
51,2,848,8252427,737068,36.81,-76.12,61.22,-149.9,3513.96132361248
36,2,628,19624447,737068,40.67,-73.98,61.22,-149.9,3373.46470939665
15,2,766,1408243,737068,21.3,-157.86,61.22,-149.9,2781.70071443795
32,2,564,2775970,737068,36.17,-115.19,61.22,-149.9,2296.81530961694
16,2,642,1611206,737068,43.62,-116.2,61.22,-149.9,1837.59955913095
26,2,498,9913065,737068,42.36,-83.08,61.22,-149.9,2983.34840302833
30,2,511,1013569,737068,45.79,-108.52,61.22,-149.9,1963.13240791574
17,2,472,12895129,737068,41.88,-87.63,61.22,-149.9,2857.02158619125
49,2,636,2897640,737068,40.77,-111.89,61.22,-149.9,2126.88101497066
42,2,441,12776309,737068,39.96,-75.15,61.22,-149.9,3373.52935509225
27,2,452,5413479,737068,44.98,-93.27,61.22,-149.9,2508.69410679552
40,2,581,3853214,737068,35.52,-97.5,61.22,-149.9,2876.41941443971
39,2,528,11576684,737068,39.96,-82.99,61.22,-149.9,3113.86601091953
29,2,491,6040715,737068,39.03,-94.56,61.22,-149.9,2778.5180826085
47,2,447,6494340,737068,36.15,-86.77,61.22,-149.9,3195.5078718408
55,2,356,5736754,737068,43.04,-87.91,61.22,-149.9,2787.03232410908
1,2,413,4830081,737068,33.52,-86.81,61.22,-149.9,3341.0525437443
22,2,406,4624527,737068,29.98,-90.03,61.22,-149.9,3436.30413128276
35,2,385,2092273,737068,35.1,-106.66,61.22,-149.9,2610.64955170605
45,2,400,4764080,737068,32.79,-79.94,61.22,-149.9,3611.33022104514
20,2,406,2893212,737068,37.69,-97.33,61.22,-149.9,2760.77692243556
24,2,313,5923188,737068,39.31,-76.62,61.22,-149.9,3360.373023085
21,2,360,4404659,737068,38.21,-85.65,61.22,-149.9,3119.77158800661
25,2,225,6713315,737068,42.33,-71.08,61.22,-149.9,3378.20345539015
18,2,232,6568713,737068,39.77,-86.15,61.22,-149.9,3018.66614279706
56,2,247,582122,737068,41.13,-104.82,61.22,-149.9,2329.01245545752
34,2,212,8856972,737068,40.74,-74.18,61.22,-149.9,3363.14577401594
5,2,231,2959400,737068,34.75,-92.29,61.22,-149.9,3090.30092039021
28,2,247,2988711,737068,32.31,-90.2,61.22,-149.9,3297.22350983402
19,2,182,3092997,737068,41.58,-93.61,61.22,-149.9,2673.29736664769
46,2,167,842316,737068,43.54,-96.73,61.22,-149.9,2466.91676441938
23,2,173,1328009,737068,43.68,-70.3,61.22,-149.9,3331.04935198236
38,2,153,722036,737068,46.89,-96.81,61.22,-149.9,2295.40042790403
9,2,128,3594841,737068,41.18,-73.19,61.22,-149.9,3371.72315934909
31,2,149,1865279,737068,41.26,-96.02,61.22,-149.9,2610.15213329993
33,2,87,1326622,737068,42.99,-71.45,61.22,-149.9,3330.97727152219
54,2,91,1853914,737068,38.35,-81.63,61.22,-149.9,3246.28298140874
50,2,61,626210,737068,44.47,-73.21,61.22,-149.9,3196.0759645283
11,2,35,650581,737068,38.89,-77.03,61.22,-149.9,3369.67104494431
10,2,69,923576,737068,39.74,-75.55,61.22,-149.9,3372.30360343904
44,2,49,1055081,737068,41.82,-71.41,61.22,-149.9,3394.97938670765
6,4,37955,38260787,6632764,34.05,-118.24,33.45,-112.07,357.567045514862
48,4,13649,26480266,6632764,29.73,-95.39,33.45,-112.07,1015.2591342086
17,4,9217,12895129,6632764,41.88,-87.63,33.45,-112.07,1453.96501818516
8,4,8816,5269035,6632764,39.74,-104.99,33.45,-112.07,585.315558970138
53,4,8695,6963985,6632764,47.6,-122.33,33.45,-112.07,1113.56169326351
35,4,8923,2092273,6632764,35.1,-106.66,33.45,-112.07,329.730420225801
12,4,5882,19545621,6632764,30.33,-81.66,33.45,-112.07,1794.13350046013
32,4,6507,2775970,6632764,36.17,-115.19,33.45,-112.07,258.078508821127
36,4,4862,19624447,6632764,40.67,-73.98,33.45,-112.07,2145.36765607538
26,4,4745,9913065,6632764,42.36,-83.08,33.45,-112.07,1688.95824460058
49,4,5843,2897640,6632764,40.77,-111.89,33.45,-112.07,504.883662658805
41,4,4258,3922468,6632764,45.52,-122.67,33.45,-112.07,1005.2211440943
27,4,4295,5413479,6632764,44.98,-93.27,33.45,-112.07,1279.25236609696
39,4,4118,11576684,6632764,39.96,-82.99,33.45,-112.07,1667.52051940449
55,4,3699,5736754,6632764,43.04,-87.91,33.45,-112.07,1463.92772704367
42,4,3356,12776309,6632764,39.96,-75.15,33.45,-112.07,2082.86127364676
51,4,3298,8252427,6632764,36.81,-76.12,33.45,-112.07,2037.13133928731
29,4,3085,6040715,6632764,39.03,-94.56,33.45,-112.07,1048.78549835266
37,4,3245,9843336,6632764,35.21,-80.84,33.45,-112.07,1782.59847412471
18,4,2836,6568713,6632764,39.77,-86.15,33.45,-112.07,1499.25997772096
13,4,3050,9972479,6632764,33.75,-84.39,33.45,-112.07,1591.6880617261
34,4,2208,8856972,6632764,40.74,-74.18,33.45,-112.07,2134.96619547447
19,4,1994,3092997,6632764,41.58,-93.61,33.45,-112.07,1155.2576998316
16,4,2407,1611206,6632764,43.62,-116.2,33.45,-112.07,736.048659828192
20,4,2107,2893212,6632764,37.69,-97.33,33.45,-112.07,879.036708605428
47,4,1986,6494340,6632764,36.15,-86.77,33.45,-112.07,1446.43817843742
25,4,1709,6713315,6632764,42.33,-71.08,33.45,-112.07,2298.5491488116
40,4,1936,3853214,6632764,35.52,-97.5,33.45,-112.07,842.943896621996
24,4,1727,5923188,6632764,39.31,-76.62,33.45,-112.07,2004.03127244162
31,4,1596,1865279,6632764,41.26,-96.02,33.45,-112.07,1032.26309483556
2,4,1640,737068,6632764,61.22,-149.9,33.45,-112.07,2547.71191963913
15,4,1682,1408243,6632764,21.3,-157.86,33.45,-112.07,2911.06527529024
30,4,1492,1013569,6632764,45.79,-108.52,33.45,-112.07,871.901894128664
46,4,1174,842316,6632764,43.54,-96.73,33.45,-112.07,1081.22231620116
38,4,1129,722036,6632764,46.89,-96.81,33.45,-112.07,1225.25399113069
56,4,1242,582122,6632764,41.13,-104.82,33.45,-112.07,662.829728555403
9,4,1034,3594841,6632764,41.18,-73.19,33.45,-112.07,2187.44029471105
5,4,1134,2959400,6632764,34.75,-92.29,33.45,-112.07,1135.84116224202
45,4,1138,4764080,6632764,32.79,-79.94,33.45,-112.07,1856.32095161397
21,4,1112,4404659,6632764,38.21,-85.65,33.45,-112.07,1513.693408232
22,4,1008,4624527,6632764,29.98,-90.03,33.45,-112.07,1317.28753354933
1,4,966,4830081,6632764,33.52,-86.81,33.45,-112.07,1455.11359932862
28,4,646,2988711,6632764,32.31,-90.2,33.45,-112.07,1271.7718455394
33,4,584,1326622,6632764,42.99,-71.45,33.45,-112.07,2281.55412575323
23,4,477,1328009,6632764,43.68,-70.3,33.45,-112.07,2341.95597112294
54,4,372,1853914,6632764,38.35,-81.63,33.45,-112.07,1732.43780583656
50,4,252,626210,6632764,44.47,-73.21,33.45,-112.07,2202.28671168939
44,4,297,1055081,6632764,41.82,-71.41,33.45,-112.07,2280.72365181976
11,4,213,650581,6632764,38.89,-77.03,33.45,-112.07,1981.89835557437
10,4,267,923576,6632764,39.74,-75.55,33.45,-112.07,2061.44162359732
48,5,11031,26480266,2959400,29.73,-95.39,34.75,-92.29,390.585043979281
29,5,5686,6040715,2959400,39.03,-94.56,34.75,-92.29,320.770496410631
40,5,5835,3853214,2959400,35.52,-97.5,34.75,-92.29,299.743299175183
47,5,3539,6494340,2959400,36.15,-86.77,34.75,-92.29,325.949145313814
6,5,3385,38260787,2959400,34.05,-118.24,34.75,-92.29,1479.31327061769
12,5,2617,19545621,2959400,30.33,-81.66,34.75,-92.29,690.64331383414
22,5,2774,4624527,2959400,29.98,-90.03,34.75,-92.29,354.227630027178
17,5,2170,12895129,2959400,41.88,-87.63,34.75,-92.29,552.926553400093
28,5,2110,2988711,2959400,32.31,-90.2,34.75,-92.29,206.942687378192
13,5,1459,9972479,2959400,33.75,-84.39,34.75,-92.29,457.265987384357
20,5,1406,2893212,2959400,37.69,-97.33,34.75,-92.29,346.865775593173
8,5,1159,5269035,2959400,39.74,-104.99,34.75,-92.29,779.144064583547
37,5,1212,9843336,2959400,35.21,-80.84,34.75,-92.29,650.05931961052
51,5,1049,8252427,2959400,36.81,-76.12,34.75,-92.29,918.323469365578
1,5,960,4830081,2959400,33.52,-86.81,34.75,-92.29,325.272652996714
26,5,901,9913065,2959400,42.36,-83.08,34.75,-92.29,723.256387312705
4,5,901,6632764,2959400,33.45,-112.07,34.75,-92.29,1135.84116224202
39,5,824,11576684,2959400,39.96,-82.99,34.75,-92.29,624.901716437987
36,5,697,19624447,2959400,40.67,-73.98,34.75,-92.29,1080.47010938078
53,5,754,6963985,2959400,47.6,-122.33,34.75,-92.29,1783.52842403473
18,5,724,6568713,2959400,39.77,-86.15,34.75,-92.29,483.885559651862
55,5,665,5736754,2959400,43.04,-87.91,34.75,-92.29,618.436396782207
21,5,658,4404659,2959400,38.21,-85.65,34.75,-92.29,439.842382312623
42,5,558,12776309,2959400,39.96,-75.15,34.75,-92.29,1007.61250722964
27,5,580,5413479,2959400,44.98,-93.27,34.75,-92.29,707.697487668361
19,5,581,3092997,2959400,41.58,-93.61,34.75,-92.29,476.513650185441
45,5,505,4764080,2959400,32.79,-79.94,34.75,-92.29,723.082407587897
32,5,428,2775970,2959400,36.17,-115.19,34.75,-92.29,1292.37128609444
31,5,446,1865279,2959400,41.26,-96.02,34.75,-92.29,492.849940288048
34,5,414,8856972,2959400,40.74,-74.18,34.75,-92.29,1071.78418096229
35,5,384,2092273,2959400,35.1,-106.66,34.75,-92.29,815.514796730816
24,5,365,5923188,2959400,39.31,-76.62,34.75,-92.29,920.149176565121
41,5,340,3922468,2959400,45.52,-122.67,34.75,-92.29,1758.12481025952
25,5,244,6713315,2959400,42.33,-71.08,34.75,-92.29,1257.82872385304
2,5,294,737068,2959400,61.22,-149.9,34.75,-92.29,3090.30092039021
15,5,307,1408243,2959400,21.3,-157.86,34.75,-92.29,4042.95137030522
49,5,300,2897640,2959400,40.77,-111.89,34.75,-92.29,1147.55244860903
56,5,248,582122,2959400,41.13,-104.82,34.75,-92.29,812.373253835534
30,5,200,1013569,2959400,45.79,-108.52,34.75,-92.29,1143.13470156087
9,5,184,3594841,2959400,41.18,-73.19,34.75,-92.29,1130.15880910852
38,5,205,722036,2959400,46.89,-96.81,34.75,-92.29,870.173009207421
16,5,179,1611206,2959400,43.62,-116.2,34.75,-92.29,1415.15269970741
54,5,164,1853914,2959400,38.35,-81.63,34.75,-92.29,642.388958350293
46,5,175,842316,2959400,43.54,-96.73,34.75,-92.29,651.322139422312
33,5,83,1326622,2959400,42.99,-71.45,34.75,-92.29,1254.61732981271
11,5,59,650581,2959400,38.89,-77.03,34.75,-92.29,891.549854998385
23,5,63,1328009,2959400,43.68,-70.3,34.75,-92.29,1325.40583289755
10,5,59,923576,2959400,39.74,-75.55,34.75,-92.29,983.083711337106
44,5,41,1055081,2959400,41.82,-71.41,34.75,-92.29,1231.30495371003
50,5,34,626210,2959400,44.47,-73.21,34.75,-92.29,1214.39681831968
48,6,41344,26480266,38260787,29.73,-95.39,34.05,-118.24,1372.70055348861
36,6,26687,19624447,38260787,40.67,-73.98,34.05,-118.24,2452.37478560055
4,6,30216,6632764,38260787,33.45,-112.07,34.05,-118.24,357.567045514862
53,6,28034,6963985,38260787,47.6,-122.33,34.05,-118.24,958.900978564791
32,6,25733,2775970,38260787,36.17,-115.19,34.05,-118.24,226.272422354936
12,6,23381,19545621,38260787,30.33,-81.66,34.05,-118.24,2147.25984360214
17,6,18919,12895129,38260787,41.88,-87.63,34.05,-118.24,1745.65585017629
41,6,15122,3922468,38260787,45.52,-122.67,34.05,-118.24,825.362692429811
8,6,15681,5269035,38260787,39.74,-104.99,34.05,-118.24,830.923215348812
51,6,16055,8252427,38260787,36.81,-76.12,34.05,-118.24,2365.113367361
25,6,10635,6713315,38260787,42.33,-71.08,34.05,-118.24,2595.48444663295
13,6,11996,9972479,38260787,33.75,-84.39,34.05,-118.24,1936.54092995186
42,6,9969,12776309,38260787,39.96,-75.15,34.05,-118.24,2394.1168079965
34,6,10893,8856972,38260787,40.74,-74.18,34.05,-118.24,2441.58305889294
37,6,11980,9843336,38260787,35.21,-80.84,34.05,-118.24,2119.83804367986
15,6,9716,1408243,38260787,21.3,-157.86,34.05,-118.24,2563.6510890318
26,6,8589,9913065,38260787,42.36,-83.08,34.05,-118.24,1981.67030863258
39,6,8212,11576684,38260787,39.96,-82.99,34.05,-118.24,1978.20498365478
49,6,9946,2897640,38260787,40.77,-111.89,34.05,-118.24,579.967416045695
24,6,7868,5923188,38260787,39.31,-76.62,34.05,-118.24,2319.20367908379
27,6,6474,5413479,38260787,44.98,-93.27,34.05,-118.24,1523.43561280984
29,6,6208,6040715,38260787,39.03,-94.56,34.05,-118.24,1357.26477610746
47,6,5562,6494340,38260787,36.15,-86.77,34.05,-118.24,1781.01520365728
18,6,5426,6568713,38260787,39.77,-86.15,34.05,-118.24,1809.92624637542
55,6,4944,5736754,38260787,43.04,-87.91,34.05,-118.24,1744.4074042011
9,6,4422,3594841,38260787,41.18,-73.19,34.05,-118.24,2491.37847717977
35,6,4807,2092273,38260787,35.1,-106.66,34.05,-118.24,663.812458682256
16,6,4631,1611206,38260787,43.62,-116.2,34.05,-118.24,669.190383558547
40,6,4429,3853214,38260787,35.52,-97.5,34.05,-118.24,1181.68097407475
20,6,4130,2893212,38260787,37.69,-97.33,34.05,-118.24,1197.23972967764
22,6,3748,4624527,38260787,29.98,-90.03,34.05,-118.24,1674.20015329939
45,6,3712,4764080,38260787,32.79,-79.94,34.05,-118.24,2202.17923822656
11,6,2529,650581,38260787,38.89,-77.03,34.05,-118.24,2299.50000567408
1,6,3007,4830081,38260787,33.52,-86.81,34.05,-118.24,1801.9814796342
2,6,2980,737068,38260787,61.22,-149.9,34.05,-118.24,2342.514137532
5,6,3011,2959400,38260787,34.75,-92.29,34.05,-118.24,1479.31327061769
19,6,2624,3092997,38260787,41.58,-93.61,34.05,-118.24,1437.96125366082
21,6,2750,4404659,38260787,38.21,-85.65,34.05,-118.24,1835.63982519822
31,6,2342,1865279,38260787,41.26,-96.02,34.05,-118.24,1311.1679108806
30,6,1986,1013569,38260787,45.79,-108.52,34.05,-118.24,958.918818442412
28,6,2254,2988711,38260787,32.31,-90.2,34.05,-118.24,1624.29772764097
33,6,1336,1326622,38260787,42.99,-71.45,34.05,-118.24,2574.46213892598
44,6,1324,1055081,38260787,41.82,-71.41,34.05,-118.24,2580.71994437281
56,6,1329,582122,38260787,41.13,-104.82,34.05,-118.24,882.022095520083
23,6,952,1328009,38260787,43.68,-70.3,34.05,-118.24,2630.59513364163
46,6,1063,842316,38260787,43.54,-96.73,34.05,-118.24,1327.19962113166
38,6,1014,722036,38260787,46.89,-96.81,34.05,-118.24,1427.1642062383
10,6,970,923576,38260787,39.74,-75.55,34.05,-118.24,2374.01113963936
50,6,708,626210,38260787,44.47,-73.21,34.05,-118.24,2485.23557443074
54,6,761,1853914,38260787,38.35,-81.63,34.05,-118.24,2053.6877097378
6,8,19280,38260787,5269035,34.05,-118.24,39.74,-104.99,830.923215348812
48,8,19130,26480266,5269035,29.73,-95.39,39.74,-104.99,878.909179076226
12,8,9470,19545621,5269035,30.33,-81.66,39.74,-104.99,1467.23952968562
4,8,8881,6632764,5269035,33.45,-112.07,39.74,-104.99,585.315558970138
17,8,6547,12895129,5269035,41.88,-87.63,39.74,-104.99,920.424404325808
36,8,4936,19624447,5269035,40.67,-73.98,39.74,-104.99,1633.22804959483
35,8,5991,2092273,5269035,35.1,-106.66,39.74,-104.99,332.893421224845
20,8,5072,2893212,5269035,37.69,-97.33,39.74,-104.99,437.27457606312
53,8,4867,6963985,5269035,47.6,-122.33,39.74,-104.99,1020.96267648039
51,8,4770,8252427,5269035,36.81,-76.12,39.74,-104.99,1575.77719357659
56,8,4178,582122,5269035,41.13,-104.82,39.74,-104.99,96.3263407529541
37,8,4233,9843336,5269035,35.21,-80.84,39.74,-104.99,1359.12043192476
42,8,3650,12776309,5269035,39.96,-75.15,39.74,-104.99,1579.40518171643
29,8,3891,6040715,5269035,39.03,-94.56,39.74,-104.99,560.185643684957
13,8,4287,9972479,5269035,33.75,-84.39,39.74,-104.99,1212.09275859322
39,8,3477,11576684,5269035,39.96,-82.99,39.74,-104.99,1167.02041704444
26,8,3245,9913065,5269035,42.36,-83.08,39.74,-104.99,1155.444890306
27,8,3346,5413479,5269035,44.98,-93.27,39.74,-104.99,699.496247860556
31,8,3498,1865279,5269035,41.26,-96.02,39.74,-104.99,483.728590586641
49,8,4142,2897640,5269035,40.77,-111.89,39.74,-104.99,371.510270699132
32,8,3516,2775970,5269035,36.17,-115.19,39.74,-104.99,608.525005569189
40,8,3496,3853214,5269035,35.52,-97.5,39.74,-104.99,503.165386593699
55,8,2748,5736754,5269035,43.04,-87.91,39.74,-104.99,914.597547841401
41,8,2521,3922468,5269035,45.52,-122.67,39.74,-104.99,982.771443166686
19,8,2366,3092997,5269035,41.58,-93.61,39.74,-104.99,610.823493083805
47,8,2662,6494340,5269035,36.15,-86.77,39.74,-104.99,1023.47246901762
18,8,2468,6568713,5269035,39.77,-86.15,39.74,-104.99,1001.38092848415
25,8,1920,6713315,5269035,42.33,-71.08,39.74,-104.99,1769.0523843354
24,8,2330,5923188,5269035,39.31,-76.62,39.74,-104.99,1509.65145449028
34,8,2014,8856972,5269035,40.74,-74.18,39.74,-104.99,1622.16455654696
15,8,1930,1408243,5269035,21.3,-157.86,39.74,-104.99,3344.33260082254
30,8,1546,1013569,5269035,45.79,-108.52,39.74,-104.99,454.447238420616
22,8,1638,4624527,5269035,29.98,-90.03,39.74,-104.99,1081.46242014811
45,8,1519,4764080,5269035,32.79,-79.94,39.74,-104.99,1472.66409641467
16,8,1686,1611206,5269035,43.62,-116.2,39.74,-104.99,638.103022228514
1,8,1647,4830081,5269035,33.52,-86.81,39.74,-104.99,1095.02034006607
21,8,1626,4404659,5269035,38.21,-85.65,39.74,-104.99,1044.66801772411
46,8,1266,842316,5269035,43.54,-96.73,39.74,-104.99,501.268279812979
5,8,1472,2959400,5269035,34.75,-92.29,39.74,-104.99,779.144064583547
2,8,1544,737068,5269035,61.22,-149.9,39.74,-104.99,2399.75429017353
38,8,1442,722036,5269035,46.89,-96.81,39.74,-104.99,642.420810140786
9,8,1058,3594841,5269035,41.18,-73.19,39.74,-104.99,1669.58235084972
28,8,878,2988711,5269035,32.31,-90.2,39.74,-104.99,971.996307036134
33,8,588,1326622,5269035,42.99,-71.45,39.74,-104.99,1746.3479226488
11,8,454,650581,5269035,38.89,-77.03,39.74,-104.99,1493.37426205293
23,8,449,1328009,5269035,43.68,-70.3,39.74,-104.99,1801.04615704095
50,8,392,626210,5269035,44.47,-73.21,39.74,-104.99,1654.72922182706
54,8,387,1853914,5269035,38.35,-81.63,39.74,-104.99,1256.69097486063
44,8,266,1055081,5269035,41.82,-71.41,39.74,-104.99,1755.96999097334
10,8,205,923576,5269035,39.74,-75.55,39.74,-104.99,1560.88070412607
36,9,19062,19624447,3594841,40.67,-73.98,41.18,-73.19,54.296057657519
25,9,6264,6713315,3594841,42.33,-71.08,41.18,-73.19,134.859387809882
12,9,5624,19545621,3594841,30.33,-81.66,41.18,-73.19,885.591592995018
34,9,3401,8856972,3594841,40.74,-74.18,41.18,-73.19,60.0313220351291
6,9,2938,38260787,3594841,34.05,-118.24,41.18,-73.19,2491.37847717977
42,9,2186,12776309,3594841,39.96,-75.15,41.18,-73.19,133.118369306129
44,9,1787,1055081,3594841,41.82,-71.41,41.18,-73.19,102.365627705641
48,9,2092,26480266,3594841,29.73,-95.39,41.18,-73.19,1473.56487482514
51,9,1976,8252427,3594841,36.81,-76.12,41.18,-73.19,340.164020811684
37,9,1675,9843336,3594841,35.21,-80.84,41.18,-73.19,585.14483417816
13,9,1397,9972479,3594841,33.75,-84.39,41.18,-73.19,799.80592862809
17,9,1143,12895129,3594841,41.88,-87.63,41.18,-73.19,749.50069341556
24,9,1024,5923188,3594841,39.31,-76.62,41.18,-73.19,222.533026562474
39,9,938,11576684,3594841,39.96,-82.99,41.18,-73.19,522.183587776505
33,9,797,1326622,3594841,42.99,-71.45,41.18,-73.19,153.642822903802
45,9,874,4764080,3594841,32.79,-79.94,41.18,-73.19,688.067031206865
4,9,674,6632764,3594841,33.45,-112.07,41.18,-73.19,2187.44029471105
8,9,641,5269035,3594841,39.74,-104.99,41.18,-73.19,1669.58235084972
26,9,673,9913065,3594841,42.36,-83.08,41.18,-73.19,517.117382441103
23,9,575,1328009,3594841,43.68,-70.3,41.18,-73.19,227.15425284811
53,9,630,6963985,3594841,47.6,-122.33,41.18,-73.19,2430.97446405185
50,9,513,626210,3594841,44.47,-73.21,41.18,-73.19,227.103483156984
47,9,419,6494340,3594841,36.15,-86.77,41.18,-73.19,811.007017369984
55,9,407,5736754,3594841,43.04,-87.91,41.18,-73.19,766.271493460291
18,9,376,6568713,3594841,39.77,-86.15,41.18,-73.19,689.117751500235
11,9,277,650581,3594841,38.89,-77.03,41.18,-73.19,257.707400433385
27,9,359,5413479,3594841,44.98,-93.27,41.18,-73.19,1046.37287711057
29,9,313,6040715,3594841,39.03,-94.56,41.18,-73.19,1138.93004803328
15,9,321,1408243,3594841,21.3,-157.86,41.18,-73.19,5002.40891928171
1,9,289,4830081,3594841,33.52,-86.81,41.18,-73.19,915.443487208724
10,9,235,923576,3594841,39.74,-75.55,41.18,-73.19,159.182700848051
41,9,238,3922468,3594841,45.52,-122.67,41.18,-73.19,2470.94212757349
32,9,196,2775970,3594841,36.17,-115.19,41.18,-73.19,2274.83696748402
22,9,196,4624527,3594841,29.98,-90.03,41.18,-73.19,1219.12776557043
21,9,184,4404659,3594841,38.21,-85.65,41.18,-73.19,694.238360141161
49,9,223,2897640,3594841,40.77,-111.89,41.18,-73.19,2007.21341448578
20,9,210,2893212,3594841,37.69,-97.33,41.18,-73.19,1309.22260355282
40,9,158,3853214,3594841,35.52,-97.5,41.18,-73.19,1371.74414576804
19,9,138,3092997,3594841,41.58,-93.61,41.18,-73.19,1059.26798899676
35,9,130,2092273,3594841,35.1,-106.66,41.18,-73.19,1858.58059091776
5,9,131,2959400,3594841,34.75,-92.29,41.18,-73.19,1130.15880910852
2,9,95,737068,3594841,61.22,-149.9,41.18,-73.19,3371.72315934909
54,9,112,1853914,3594841,38.35,-81.63,41.18,-73.19,489.669746720313
16,9,88,1611206,3594841,43.62,-116.2,41.18,-73.19,2182.05197538901
28,9,73,2988711,3594841,32.31,-90.2,41.18,-73.19,1121.60869992804
56,9,49,582122,3594841,41.13,-104.82,41.18,-73.19,1640.49769991242
31,9,60,1865279,3594841,41.26,-96.02,41.18,-73.19,1186.12378134017
38,9,67,722036,3594841,46.89,-96.81,41.18,-73.19,1235.16209984147
