"origin_fips","dest_fips","num_migrants","origin_lat","origin_lon","dest_lat","dest_lon","distance"
23,1,152,43.68,-70.3,33.52,-86.81,1132.03573343263
38,1,175,46.89,-96.81,33.52,-86.81,1061.38510272291
46,1,183,43.54,-96.73,33.52,-86.81,874.153047706144
16,1,176,43.62,-116.2,33.52,-86.81,1725.46711497452
30,1,142,45.79,-108.52,33.52,-86.81,1426.39628341128
10,1,139,39.74,-75.55,33.52,-86.81,757.685049068828
44,1,108,41.82,-71.41,33.52,-86.81,1017.49675475591
50,1,68,44.47,-73.21,33.52,-86.81,1049.13136797216
6,2,3046,34.05,-118.24,61.22,-149.9,2342.514137532
53,2,3046,47.6,-122.33,61.22,-149.9,1438.39221517614
48,2,2922,29.73,-95.39,61.22,-149.9,3276.63136969686
12,2,2061,30.33,-81.66,61.22,-149.9,3693.65568313247
41,2,1357,45.52,-122.67,61.22,-149.9,1542.94410866454
8,2,1382,39.74,-104.99,61.22,-149.9,2399.75429017353
4,2,1198,33.45,-112.07,61.22,-149.9,2547.71191963913
37,2,1321,35.21,-80.84,61.22,-149.9,3445.60341721239
13,2,1082,33.75,-84.39,61.22,-149.9,3408.73861586258
51,2,956,36.81,-76.12,61.22,-149.9,3513.96132361248
36,2,630,40.67,-73.98,61.22,-149.9,3373.46470939665
15,2,817,21.3,-157.86,61.22,-149.9,2781.70071443795
26,2,631,42.36,-83.08,61.22,-149.9,2983.34840302833
16,2,712,43.62,-116.2,61.22,-149.9,1837.59955913095
17,2,582,41.88,-87.63,61.22,-149.9,2857.02158619125
32,2,625,36.17,-115.19,61.22,-149.9,2296.81530961694
49,2,688,40.77,-111.89,61.22,-149.9,2126.88101497066
29,2,635,39.03,-94.56,61.22,-149.9,2778.5180826085
30,2,536,45.79,-108.52,61.22,-149.9,1963.13240791574
42,2,485,39.96,-75.15,61.22,-149.9,3373.52935509225
40,2,625,35.52,-97.5,61.22,-149.9,2876.41941443971
39,2,510,39.96,-82.99,61.22,-149.9,3113.86601091953
27,2,412,44.98,-93.27,61.22,-149.9,2508.69410679552
47,2,510,36.15,-86.77,61.22,-149.9,3195.5078718408
55,2,425,43.04,-87.91,61.22,-149.9,2787.03232410908
45,2,512,32.79,-79.94,61.22,-149.9,3611.33022104514
35,2,457,35.1,-106.66,61.22,-149.9,2610.64955170605
1,2,475,33.52,-86.81,61.22,-149.9,3341.0525437443
20,2,454,37.69,-97.33,61.22,-149.9,2760.77692243556
22,2,400,29.98,-90.03,61.22,-149.9,3436.30413128276
18,2,336,39.77,-86.15,61.22,-149.9,3018.66614279706
21,2,392,38.21,-85.65,61.22,-149.9,3119.77158800661
24,2,315,39.31,-76.62,61.22,-149.9,3360.373023085
28,2,291,32.31,-90.2,61.22,-149.9,3297.22350983402
5,2,298,34.75,-92.29,61.22,-149.9,3090.30092039021
25,2,228,42.33,-71.08,61.22,-149.9,3378.20345539015
34,2,215,40.74,-74.18,61.22,-149.9,3363.14577401594
56,2,238,41.13,-104.82,61.22,-149.9,2329.01245545752
46,2,212,43.54,-96.73,61.22,-149.9,2466.91676441938
38,2,171,46.89,-96.81,61.22,-149.9,2295.40042790403
23,2,141,43.68,-70.3,61.22,-149.9,3331.04935198236
33,2,146,42.99,-71.45,61.22,-149.9,3330.97727152219
19,2,142,41.58,-93.61,61.22,-149.9,2673.29736664769
31,2,180,41.26,-96.02,61.22,-149.9,2610.15213329993
9,2,104,41.18,-73.19,61.22,-149.9,3371.72315934909
54,2,91,38.35,-81.63,61.22,-149.9,3246.28298140874
50,2,60,44.47,-73.21,61.22,-149.9,3196.0759645283
10,2,102,39.74,-75.55,61.22,-149.9,3372.30360343904
11,2,57,38.89,-77.03,61.22,-149.9,3369.67104494431
44,2,45,41.82,-71.41,61.22,-149.9,3394.97938670765
6,4,40325,34.05,-118.24,33.45,-112.07,357.567045514862
48,4,14054,29.73,-95.39,33.45,-112.07,1015.2591342086
53,4,10545,47.6,-122.33,33.45,-112.07,1113.56169326351
8,4,9236,39.74,-104.99,33.45,-112.07,585.315558970138
17,4,8852,41.88,-87.63,33.45,-112.07,1453.96501818516
12,4,7391,30.33,-81.66,33.45,-112.07,1794.13350046013
35,4,8926,35.1,-106.66,33.45,-112.07,329.730420225801
32,4,6939,36.17,-115.19,33.45,-112.07,258.078508821127
36,4,4934,40.67,-73.98,33.45,-112.07,2145.36765607538
26,4,4824,42.36,-83.08,33.45,-112.07,1688.95824460058
49,4,6386,40.77,-111.89,33.45,-112.07,504.883662658805
41,4,4970,45.52,-122.67,33.45,-112.07,1005.2211440943
39,4,4372,39.96,-82.99,33.45,-112.07,1667.52051940449
27,4,4209,44.98,-93.27,33.45,-112.07,1279.25236609696
55,4,3612,43.04,-87.91,33.45,-112.07,1463.92772704367
42,4,3504,39.96,-75.15,33.45,-112.07,2082.86127364676
51,4,3470,36.81,-76.12,33.45,-112.07,2037.13133928731
29,4,3269,39.03,-94.56,33.45,-112.07,1048.78549835266
13,4,3363,33.75,-84.39,33.45,-112.07,1591.6880617261
18,4,2864,39.77,-86.15,33.45,-112.07,1499.25997772096
37,4,3301,35.21,-80.84,33.45,-112.07,1782.59847412471
34,4,2322,40.74,-74.18,33.45,-112.07,2134.96619547447
19,4,2158,41.58,-93.61,33.45,-112.07,1155.2576998316
16,4,2453,43.62,-116.2,33.45,-112.07,736.048659828192
20,4,2224,37.69,-97.33,33.45,-112.07,879.036708605428
47,4,2054,36.15,-86.77,33.45,-112.07,1446.43817843742
40,4,2154,35.52,-97.5,33.45,-112.07,842.943896621996
24,4,1914,39.31,-76.62,33.45,-112.07,2004.03127244162
25,4,1606,42.33,-71.08,33.45,-112.07,2298.5491488116
2,4,1760,61.22,-149.9,33.45,-112.07,2547.71191963913
30,4,1601,45.79,-108.52,33.45,-112.07,871.901894128664
31,4,1658,41.26,-96.02,33.45,-112.07,1032.26309483556
15,4,1827,21.3,-157.86,33.45,-112.07,2911.06527529024
9,4,1132,41.18,-73.19,33.45,-112.07,2187.44029471105
46,4,1234,43.54,-96.73,33.45,-112.07,1081.22231620116
56,4,1223,41.13,-104.82,33.45,-112.07,662.829728555403
45,4,1202,32.79,-79.94,33.45,-112.07,1856.32095161397
38,4,1014,46.89,-96.81,33.45,-112.07,1225.25399113069
21,4,1163,38.21,-85.65,33.45,-112.07,1513.693408232
1,4,1038,33.52,-86.81,33.45,-112.07,1455.11359932862
5,4,1063,34.75,-92.29,33.45,-112.07,1135.84116224202
22,4,1031,29.98,-90.03,33.45,-112.07,1317.28753354933
28,4,653,32.31,-90.2,33.45,-112.07,1271.7718455394
33,4,557,42.99,-71.45,33.45,-112.07,2281.55412575323
23,4,485,43.68,-70.3,33.45,-112.07,2341.95597112294
54,4,342,38.35,-81.63,33.45,-112.07,1732.43780583656
44,4,310,41.82,-71.41,33.45,-112.07,2280.72365181976
50,4,278,44.47,-73.21,33.45,-112.07,2202.28671168939
11,4,213,38.89,-77.03,33.45,-112.07,1981.89835557437
10,4,266,39.74,-75.55,33.45,-112.07,2061.44162359732
48,5,12078,29.73,-95.39,34.75,-92.29,390.585043979281
29,5,5851,39.03,-94.56,34.75,-92.29,320.770496410631
40,5,6004,35.52,-97.5,34.75,-92.29,299.743299175183
6,5,3942,34.05,-118.24,34.75,-92.29,1479.31327061769
47,5,3882,36.15,-86.77,34.75,-92.29,325.949145313814
12,5,3430,30.33,-81.66,34.75,-92.29,690.64331383414
22,5,2722,29.98,-90.03,34.75,-92.29,354.227630027178
17,5,2341,41.88,-87.63,34.75,-92.29,552.926553400093
28,5,2266,32.31,-90.2,34.75,-92.29,206.942687378192
13,5,1865,33.75,-84.39,34.75,-92.29,457.265987384357
20,5,1547,37.69,-97.33,34.75,-92.29,346.865775593173
37,5,1485,35.21,-80.84,34.75,-92.29,650.05931961052
8,5,1211,39.74,-104.99,34.75,-92.29,779.144064583547
4,5,1160,33.45,-112.07,34.75,-92.29,1135.84116224202
26,5,980,42.36,-83.08,34.75,-92.29,723.256387312705
36,5,938,40.67,-73.98,34.75,-92.29,1080.47010938078
1,5,1001,33.52,-86.81,34.75,-92.29,325.272652996714
51,5,952,36.81,-76.12,34.75,-92.29,918.323469365578
39,5,928,39.96,-82.99,34.75,-92.29,624.901716437987
18,5,905,39.77,-86.15,34.75,-92.29,483.885559651862
55,5,828,43.04,-87.91,34.75,-92.29,618.436396782207
53,5,819,47.6,-122.33,34.75,-92.29,1783.52842403473
42,5,692,39.96,-75.15,34.75,-92.29,1007.61250722964
21,5,700,38.21,-85.65,34.75,-92.29,439.842382312623
19,5,658,41.58,-93.61,34.75,-92.29,476.513650185441
32,5,578,36.17,-115.19,34.75,-92.29,1292.37128609444
45,5,645,32.79,-79.94,34.75,-92.29,723.082407587897
27,5,596,44.98,-93.27,34.75,-92.29,707.697487668361
31,5,420,41.26,-96.02,34.75,-92.29,492.849940288048
41,5,427,45.52,-122.67,34.75,-92.29,1758.12481025952
35,5,450,35.1,-106.66,34.75,-92.29,815.514796730816
24,5,383,39.31,-76.62,34.75,-92.29,920.149176565121
34,5,371,40.74,-74.18,34.75,-92.29,1071.78418096229
49,5,404,40.77,-111.89,34.75,-92.29,1147.55244860903
2,5,317,61.22,-149.9,34.75,-92.29,3090.30092039021
25,5,241,42.33,-71.08,34.75,-92.29,1257.82872385304
15,5,288,21.3,-157.86,34.75,-92.29,4042.95137030522
56,5,220,41.13,-104.82,34.75,-92.29,812.373253835534
46,5,193,43.54,-96.73,34.75,-92.29,651.322139422312
16,5,176,43.62,-116.2,34.75,-92.29,1415.15269970741
9,5,164,41.18,-73.19,34.75,-92.29,1130.15880910852
30,5,163,45.79,-108.52,34.75,-92.29,1143.13470156087
54,5,150,38.35,-81.63,34.75,-92.29,642.388958350293
38,5,162,46.89,-96.81,34.75,-92.29,870.173009207421
10,5,94,39.74,-75.55,34.75,-92.29,983.083711337106
23,5,75,43.68,-70.3,34.75,-92.29,1325.40583289755
33,5,84,42.99,-71.45,34.75,-92.29,1254.61732981271
11,5,45,38.89,-77.03,34.75,-92.29,891.549854998385
44,5,46,41.82,-71.41,34.75,-92.29,1231.30495371003
50,5,42,44.47,-73.21,34.75,-92.29,1214.39681831968
48,6,42764,29.73,-95.39,34.05,-118.24,1372.70055348861
36,6,27211,40.67,-73.98,34.05,-118.24,2452.37478560055
4,6,34959,33.45,-112.07,34.05,-118.24,357.567045514862
53,6,31558,47.6,-122.33,34.05,-118.24,958.900978564791
12,6,27892,30.33,-81.66,34.05,-118.24,2147.25984360214
32,6,28419,36.17,-115.19,34.05,-118.24,226.272422354936
17,6,18866,41.88,-87.63,34.05,-118.24,1745.65585017629
41,6,17593,45.52,-122.67,34.05,-118.24,825.362692429811
8,6,16778,39.74,-104.99,34.05,-118.24,830.923215348812
51,6,15784,36.81,-76.12,34.05,-118.24,2365.113367361
13,6,13496,33.75,-84.39,34.05,-118.24,1936.54092995186
25,6,10652,42.33,-71.08,34.05,-118.24,2595.48444663295
37,6,12835,35.21,-80.84,34.05,-118.24,2119.83804367986
42,6,9977,39.96,-75.15,34.05,-118.24,2394.1168079965
34,6,10885,40.74,-74.18,34.05,-118.24,2441.58305889294
15,6,10194,21.3,-157.86,34.05,-118.24,2563.6510890318
39,6,8586,39.96,-82.99,34.05,-118.24,1978.20498365478
26,6,8546,42.36,-83.08,34.05,-118.24,1981.67030863258
49,6,10534,40.77,-111.89,34.05,-118.24,579.967416045695
24,6,8234,39.31,-76.62,34.05,-118.24,2319.20367908379
27,6,6580,44.98,-93.27,34.05,-118.24,1523.43561280984
29,6,6636,39.03,-94.56,34.05,-118.24,1357.26477610746
47,6,6444,36.15,-86.77,34.05,-118.24,1781.01520365728
18,6,5359,39.77,-86.15,34.05,-118.24,1809.92624637542
55,6,5129,43.04,-87.91,34.05,-118.24,1744.4074042011
35,6,5361,35.1,-106.66,34.05,-118.24,663.812458682256
9,6,4626,41.18,-73.19,34.05,-118.24,2491.37847717977
16,6,5095,43.62,-116.2,34.05,-118.24,669.190383558547
40,6,4766,35.52,-97.5,34.05,-118.24,1181.68097407475
22,6,4160,29.98,-90.03,34.05,-118.24,1674.20015329939
20,6,4301,37.69,-97.33,34.05,-118.24,1197.23972967764
45,6,4115,32.79,-79.94,34.05,-118.24,2202.17923822656
11,6,2581,38.89,-77.03,34.05,-118.24,2299.50000567408
21,6,3564,38.21,-85.65,34.05,-118.24,1835.63982519822
1,6,3413,33.52,-86.81,34.05,-118.24,1801.9814796342
2,6,3209,61.22,-149.9,34.05,-118.24,2342.514137532
5,6,3084,34.75,-92.29,34.05,-118.24,1479.31327061769
19,6,2783,41.58,-93.61,34.05,-118.24,1437.96125366082
31,6,2392,41.26,-96.02,34.05,-118.24,1311.1679108806
30,6,2080,45.79,-108.52,34.05,-118.24,958.918818442412
28,6,2309,32.31,-90.2,34.05,-118.24,1624.29772764097
33,6,1519,42.99,-71.45,34.05,-118.24,2574.46213892598
44,6,1233,41.82,-71.41,34.05,-118.24,2580.71994437281
56,6,1371,41.13,-104.82,34.05,-118.24,882.022095520083
23,6,1120,43.68,-70.3,34.05,-118.24,2630.59513364163
46,6,1025,43.54,-96.73,34.05,-118.24,1327.19962113166
38,6,986,46.89,-96.81,34.05,-118.24,1427.1642062383
50,6,741,44.47,-73.21,34.05,-118.24,2485.23557443074
10,6,894,39.74,-75.55,34.05,-118.24,2374.01113963936
54,6,734,38.35,-81.63,34.05,-118.24,2053.6877097378
6,8,20312,34.05,-118.24,39.74,-104.99,830.923215348812
48,8,19938,29.73,-95.39,39.74,-104.99,878.909179076226
12,8,10028,30.33,-81.66,39.74,-104.99,1467.23952968562
4,8,9682,33.45,-112.07,39.74,-104.99,585.315558970138
17,8,6365,41.88,-87.63,39.74,-104.99,920.424404325808
36,8,4869,40.67,-73.98,39.74,-104.99,1633.22804959483
35,8,5867,35.1,-106.66,39.74,-104.99,332.893421224845
53,8,5544,47.6,-122.33,39.74,-104.99,1020.96267648039
51,8,5130,36.81,-76.12,39.74,-104.99,1575.77719357659
20,8,5104,37.69,-97.33,39.74,-104.99,437.27457606312
13,8,4687,33.75,-84.39,39.74,-104.99,1212.09275859322
56,8,4141,41.13,-104.82,39.74,-104.99,96.3263407529541
29,8,4017,39.03,-94.56,39.74,-104.99,560.185643684957
37,8,4484,35.21,-80.84,39.74,-104.99,1359.12043192476
26,8,3289,42.36,-83.08,39.74,-104.99,1155.444890306
39,8,3437,39.96,-82.99,39.74,-104.99,1167.02041704444
42,8,3253,39.96,-75.15,39.74,-104.99,1579.40518171643
49,8,4392,40.77,-111.89,39.74,-104.99,371.510270699132
31,8,3550,41.26,-96.02,39.74,-104.99,483.728590586641
27,8,3179,44.98,-93.27,39.74,-104.99,699.496247860556
32,8,3410,36.17,-115.19,39.74,-104.99,608.525005569189
40,8,3446,35.52,-97.5,39.74,-104.99,503.165386593699
41,8,3011,45.52,-122.67,39.74,-104.99,982.771443166686
55,8,2704,43.04,-87.91,39.74,-104.99,914.597547841401
19,8,2300,41.58,-93.61,39.74,-104.99,610.823493083805
47,8,2584,36.15,-86.77,39.74,-104.99,1023.47246901762
18,8,2356,39.77,-86.15,39.74,-104.99,1001.38092848415
24,8,2228,39.31,-76.62,39.74,-104.99,1509.65145449028
25,8,1866,42.33,-71.08,39.74,-104.99,1769.0523843354
34,8,2013,40.74,-74.18,39.74,-104.99,1622.16455654696
15,8,1929,21.3,-157.86,39.74,-104.99,3344.33260082254
30,8,1557,45.79,-108.52,39.74,-104.99,454.447238420616
1,8,1941,33.52,-86.81,39.74,-104.99,1095.02034006607
22,8,1667,29.98,-90.03,39.74,-104.99,1081.46242014811
16,8,1773,43.62,-116.2,39.74,-104.99,638.103022228514
45,8,1545,32.79,-79.94,39.74,-104.99,1472.66409641467
2,8,1613,61.22,-149.9,39.74,-104.99,2399.75429017353
21,8,1492,38.21,-85.65,39.74,-104.99,1044.66801772411
5,8,1428,34.75,-92.29,39.74,-104.99,779.144064583547
46,8,1275,43.54,-96.73,39.74,-104.99,501.268279812979
9,8,1049,41.18,-73.19,39.74,-104.99,1669.58235084972
38,8,1133,46.89,-96.81,39.74,-104.99,642.420810140786
28,8,806,32.31,-90.2,39.74,-104.99,971.996307036134
33,8,596,42.99,-71.45,39.74,-104.99,1746.3479226488
11,8,489,38.89,-77.03,39.74,-104.99,1493.37426205293
23,8,504,43.68,-70.3,39.74,-104.99,1801.04615704095
50,8,447,44.47,-73.21,39.74,-104.99,1654.72922182706
54,8,379,38.35,-81.63,39.74,-104.99,1256.69097486063
44,8,307,41.82,-71.41,39.74,-104.99,1755.96999097334
10,8,236,39.74,-75.55,39.74,-104.99,1560.88070412607
36,9,19705,40.67,-73.98,41.18,-73.19,54.296057657519
12,9,6905,30.33,-81.66,41.18,-73.19,885.591592995018
25,9,6485,42.33,-71.08,41.18,-73.19,134.859387809882
34,9,3562,40.74,-74.18,41.18,-73.19,60.0313220351291
6,9,3258,34.05,-118.24,41.18,-73.19,2491.37847717977
42,9,2453,39.96,-75.15,41.18,-73.19,133.118369306129
48,9,2166,29.73,-95.39,41.18,-73.19,1473.56487482514
44,9,1867,41.82,-71.41,41.18,-73.19,102.365627705641
51,9,2106,36.81,-76.12,41.18,-73.19,340.164020811684
37,9,1907,35.21,-80.84,41.18,-73.19,585.14483417816
13,9,1563,33.75,-84.39,41.18,-73.19,799.80592862809
17,9,1304,41.88,-87.63,41.18,-73.19,749.50069341556
24,9,1164,39.31,-76.62,41.18,-73.19,222.533026562474
33,9,858,42.99,-71.45,41.18,-73.19,153.642822903802
45,9,1028,32.79,-79.94,41.18,-73.19,688.067031206865
39,9,916,39.96,-82.99,41.18,-73.19,522.183587776505
23,9,727,43.68,-70.3,41.18,-73.19,227.15425284811
4,9,765,33.45,-112.07,41.18,-73.19,2187.44029471105
53,9,781,47.6,-122.33,41.18,-73.19,2430.97446405185
8,9,713,39.74,-104.99,41.18,-73.19,1669.58235084972
50,9,561,44.47,-73.21,41.18,-73.19,227.103483156984
26,9,599,42.36,-83.08,41.18,-73.19,517.117382441103
47,9,613,36.15,-86.77,41.18,-73.19,811.007017369984
11,9,346,38.89,-77.03,41.18,-73.19,257.707400433385
29,9,442,39.03,-94.56,41.18,-73.19,1138.93004803328
18,9,395,39.77,-86.15,41.18,-73.19,689.117751500235
55,9,390,43.04,-87.91,41.18,-73.19,766.271493460291
27,9,384,44.98,-93.27,41.18,-73.19,1046.37287711057
32,9,310,36.17,-115.19,41.18,-73.19,2274.83696748402
15,9,323,21.3,-157.86,41.18,-73.19,5002.40891928171
1,9,277,33.52,-86.81,41.18,-73.19,915.443487208724
22,9,246,29.98,-90.03,41.18,-73.19,1219.12776557043
41,9,230,45.52,-122.67,41.18,-73.19,2470.94212757349
35,9,220,35.1,-106.66,41.18,-73.19,1858.58059091776
49,9,317,40.77,-111.89,41.18,-73.19,2007.21341448578
20,9,243,37.69,-97.33,41.18,-73.19,1309.22260355282
10,9,209,39.74,-75.55,41.18,-73.19,159.182700848051
21,9,193,38.21,-85.65,41.18,-73.19,694.238360141161
40,9,198,35.52,-97.5,41.18,-73.19,1371.74414576804
19,9,190,41.58,-93.61,41.18,-73.19,1059.26798899676
28,9,118,32.31,-90.2,41.18,-73.19,1121.60869992804
2,9,127,61.22,-149.9,41.18,-73.19,3371.72315934909
5,9,126,34.75,-92.29,41.18,-73.19,1130.15880910852
31,9,121,41.26,-96.02,41.18,-73.19,1186.12378134017
54,9,83,38.35,-81.63,41.18,-73.19,489.669746720313
56,9,61,41.13,-104.82,41.18,-73.19,1640.49769991242
46,9,60,43.54,-96.73,41.18,-73.19,1211.82902534879
30,9,58,45.79,-108.52,41.18,-73.19,1789.11250419108
16,9,71,43.62,-116.2,41.18,-73.19,2182.05197538901
38,9,37,46.89,-96.81,41.18,-73.19,1235.16209984147
42,10,8094,39.96,-75.15,39.74,-75.55,26.1309478694661
24,10,6038,39.31,-76.62,39.74,-75.55,64.4048574378295
34,10,3560,40.74,-74.18,39.74,-75.55,100.036932960824
36,10,2012,40.67,-73.98,39.74,-75.55,104.952692704733
12,10,1703,30.33,-81.66,39.74,-75.55,734.921028013914
51,10,1546,36.81,-76.12,39.74,-75.55,204.452866152973
37,10,857,35.21,-80.84,39.74,-75.55,426.606272960323
6,10,761,34.05,-118.24,39.74,-75.55,2374.01113963936
48,10,770,29.73,-95.39,39.74,-75.55,1318.59529902212
13,10,613,33.75,-84.39,39.74,-75.55,640.701341192482
39,10,377,39.96,-82.99,39.74,-75.55,395.814531917377
17,10,353,41.88,-87.63,39.74,-75.55,649.724062268839
45,10,396,32.79,-79.94,39.74,-75.55,538.068964281638
9,10,328,41.18,-73.19,39.74,-75.55,159.182700848051
55,10,527,43.04,-87.91,39.74,-75.55,680.728347267272
25,10,258,42.33,-71.08,39.74,-75.55,294.028634346266
21,10,448,38.21,-85.65,39.74,-75.55,553.670814081666
4,10,295,33.45,-112.07,39.74,-75.55,2061.44162359732
47,10,247,36.15,-86.77,39.74,-75.55,660.329465233907
26,10,205,42.36,-83.08,39.74,-75.55,432.710670798453
11,10,136,38.89,-77.03,39.74,-75.55,98.6302755782469
54,10,168,38.35,-81.63,39.74,-75.55,340.746085837387
53,10,162,47.6,-122.33,39.74,-75.55,2368.3199040043
8,10,160,39.74,-104.99,39.74,-75.55,1560.88070412607
29,10,164,39.03,-94.56,39.74,-75.55,1016.95532961722
18,10,181,39.77,-86.15,39.74,-75.55,564.128521397508
32,10,130,36.17,-115.19,39.74,-75.55,2161.01633637797
1,10,123,33.52,-86.81,39.74,-75.55,757.685049068829
22,10,111,29.98,-90.03,39.74,-75.55,1060.36533299738
27,10,106,44.98,-93.27,39.74,-75.55,973.969191893716
23,10,94,43.68,-70.3,39.74,-75.55,384.095103835996
35,10,99,35.1,-106.66,39.74,-75.55,1731.78421505365
5,10,102,34.75,-92.29,39.74,-75.55,983.083711337106
15,10,89,21.3,-157.86,39.74,-75.55,4903.00587791039
33,10,67,42.99,-71.45,39.74,-75.55,309.338012477085
40,10,76,35.52,-97.5,39.74,-75.55,1235.19620198867
20,10,77,37.69,-97.33,39.74,-75.55,1182.54928194869
44,10,65,41.82,-71.41,39.74,-75.55,260.250081288739
49,10,81,40.77,-111.89,39.74,-75.55,1908.55905313521
19,10,78,41.58,-93.61,39.74,-75.55,955.660269235671
28,10,50,32.31,-90.2,39.74,-75.55,965.372737665404
2,10,69,61.22,-149.9,39.74,-75.55,3372.30360343904
50,10,47,44.47,-73.21,39.74,-75.55,347.866585972361
41,10,41,45.52,-122.67,39.74,-75.55,2399.37784065557
31,10,46,41.26,-96.02,39.74,-75.55,1080.76559109655
30,10,33,45.79,-108.52,39.74,-75.55,1714.83850108692
38,10,37,46.89,-96.81,39.74,-75.55,1174.90041606379
46,10,27,43.54,-96.73,39.74,-75.55,1124.05796613979
16,10,25,43.62,-116.2,39.74,-75.55,2098.92902436514
56,10,19,41.13,-104.82,39.74,-75.55,1538.91675867143
24,11,14958,39.31,-76.62,38.89,-77.03,36.4018467162421
51,11,7728,36.81,-76.12,38.89,-77.03,151.838355429811
36,11,2156,40.67,-73.98,38.89,-77.03,203.545942340201
6,11,2010,34.05,-118.24,38.89,-77.03,2299.50000567408
12,11,1427,30.33,-81.66,38.89,-77.03,646.113085956627
42,11,1045,39.96,-75.15,38.89,-77.03,124.76079670164
25,11,970,42.33,-71.08,38.89,-77.03,392.566293518723
37,11,1017,35.21,-80.84,38.89,-77.03,329.696336929035
48,11,951,29.73,-95.39,38.89,-77.03,1221.76950335469
17,11,790,41.88,-87.63,38.89,-77.03,595.611631044413
13,11,869,33.75,-84.39,38.89,-77.03,542.104340400949
34,11,640,40.74,-74.18,38.89,-77.03,198.178351766534
39,11,515,39.96,-82.99,38.89,-77.03,327.243687187771
26,11,480,42.36,-83.08,38.89,-77.03,397.946172148518
9,11,366,41.18,-73.19,38.89,-77.03,257.707400433384
53,11,430,47.6,-122.33,38.89,-77.03,2328.12525157021
8,11,348,39.74,-104.99,38.89,-77.03,1493.37426205293
47,11,289,36.15,-86.77,38.89,-77.03,567.051818314117
4,11,306,33.45,-112.07,38.89,-77.03,1981.89835557437
55,11,219,43.04,-87.91,38.89,-77.03,636.396296982645
27,11,221,44.98,-93.27,38.89,-77.03,934.188706321076
45,11,242,32.79,-79.94,38.89,-77.03,451.104567648458
29,11,187,39.03,-94.56,38.89,-77.03,942.70627435004
41,11,168,45.52,-122.67,38.89,-77.03,2353.52760472066
18,11,164,39.77,-86.15,38.89,-77.03,492.151687921743
1,11,185,33.52,-86.81,38.89,-77.03,659.494332391888
22,11,160,29.98,-90.03,38.89,-77.03,961.754488166017
21,11,144,38.21,-85.65,38.89,-77.03,469.086328386682
10,11,140,39.74,-75.55,38.89,-77.03,98.6302755782468
44,11,104,41.82,-71.41,38.89,-77.03,358.864540734452
35,11,113,35.1,-106.66,38.89,-77.03,1652.19031910492
32,11,108,36.17,-115.19,38.89,-77.03,2088.99561928998
20,11,100,37.69,-97.33,38.89,-77.03,1104.34287707412
